"configuration","problem","model","data_file","status","time","nodes","nSolutions","solveTime","boolVariables","extractedViews","propagators","objective","failures","run","unifiedVariables","objectiveBound","intVariables","evaluatedReifiedConstraints","initTime","flatIntVars","intVars","userDecisions","flatIntConstraints","evaluatedHalfReifiedConstraints","variables","solutions","blockType","flatBoolConstraints","backjumps","optTime","method","propagations","trailMem","flatTime","nogoods","randomSeed","peakMem","baseMem","flatBoolVars","peakDepth","oracleDecisions","restarts","paths"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","44.16371448803693","","1","43.425923","","8","67","32","333057","results_filter","0","","65","","0.007095","73","","337150","75","","","","complete","","","","minimize","2259406","","0.202563","","","","","","60","0","0","0"
"Huub_user_m+o","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.7054092204198241","","3","0.032663","","1","25","10","529","results_filter","0","","32","","0.005616","48","","2371","26","","","","complete","","","","minimize","5874","","0.191338","","","","","","39","0","0","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/fir_1_3.dzn","OPTIMAL_SOLUTION","0.4381237309426069","","3","0.022248","","1","25","15","621","results_filter","0","","32","","0.005516","33","","739","26","","","","complete","","","","minimize","5791","","0.172662","","","","","","32","0","0","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","43.679435616359115","","1","41.909247","","8","67","32","327232","results_filter","0","","49","","0.007307","73","","331650","75","","","","complete","","","","minimize","2223041","","0.252703","","","","","","55","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","85.69492581114173","","1","85.060802","","8","67","32","600807","results_filter","0","","65","","0.007075","73","","839271","75","","","","complete","","","","minimize","14209353","","0.18768","","","","","","108","467732","30615","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.5423055095598102","","3","0.047909","","4","33","11","1553","results_filter","0","","45","","0.005951","61","","2400","37","","","","complete","","","","minimize","8092","","0.183292","","","","","","47","387","37","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.7674095239490271","","1","0.003362","","3","11","4","7","results_filter","0","","18","","0.004278","26","","32","14","","","","complete","","","","minimize","95","","0.200177","","","","","","20","0","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","523.2580934558064","","35","522.462593","","8","2497","18","2581669","results_filter","0","","49","","0.032606","105","","2897879","2505","2432","","","complete","608","","","minimize","641906866","","0.24571","","","","","2432","3116","2237591","123653","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5799255724996328","","3","0.025794","","8","49","18","113","results_filter","0","","35","","0.005844","77","","903","57","","","","complete","","","","minimize","3055","","0.196229","","","","","","57","0","0","0"
"gecode","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","1.0552256694063544","29","1","0.025995","","","39","34","4","results_filter","","","","","0.015399","33","","","37","","89","1","","","","","minimize","562","","0.196069","","","","","","28","","0","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_3_4.dzn","OPTIMAL_SOLUTION","50.37621310260147","","3","49.139563","","8","67","11","612371","results_filter","0","","97","","0.007912","105","","1326151","75","","","","complete","","","","minimize","8041834","","0.204733","","","","","","197","544333","19017","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.41227603424340487","","2","0.01115","","8","49","17","19","results_filter","0","","69","","0.005919","77","","180","57","","","","complete","","","","minimize","772","","0.167885","","","","","","67","0","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.5740045430138707","","2","0.125296","","4","33","11","6036","results_filter","0","","45","","0.006476","61","","9297","37","","","","complete","","","","minimize","21818","","0.164397","","","","","","47","0","0","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_3.dzn","OPTIMAL_SOLUTION","1.2528428873047233","","8","0.396175","","1","787","18","8086","results_filter","0","","51","","0.015516","52","","26912","788","754","","","complete","241","","","minimize","1353296","","0.226363","","","","","754","175","1037","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.7903966177254915","","1","0.01927","","1","25","18","560","results_filter","0","","24","","0.004999","25","","299","26","","","","complete","","","","minimize","7612","","0.215514","","","","","","24","373","17","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/ar_1_1.dzn","OPTIMAL_SOLUTION","0.7494651963934302","","1","0.186127","","4","33","34","6371","results_filter","0","","29","","0.005447","33","","6841","37","","","","complete","","","","minimize","59851","","0.19616","","","","","","29","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/dfq_1_1.dzn","OPTIMAL_SOLUTION","0.8647913709282875","","1","0.003474","","3","11","4","7","results_filter","0","","18","","0.004729","26","","32","14","","","","complete","","","","minimize","95","","0.231333","","","","","","20","0","0","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/dct_1_2.dzn","OPTIMAL_SOLUTION","48.29428737424314","","1","47.444617","","8","1521","32","328893","results_filter","0","","49","","0.026745","73","","333227","1529","1456","","","complete","608","","","minimize","49052721","","0.257645","","","","","1456","1585","1530","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/dct_1_3.dzn","OPTIMAL_SOLUTION","220.32777272723615","","1","219.276756","","8","1521","32","1518499","results_filter","0","","65","","0.02333","73","","1775387","1529","1456","","","complete","608","","","minimize","605218926","","0.255485","","","","","1456","1616","1248072","63163","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/dct_4_4.dzn","OPTIMAL_SOLUTION","18.849292121827602","","4","18.24211","","8","67","10","250792","results_filter","0","","97","","0.007764","105","","444384","75","","","","complete","","","","minimize","2987668","","0.174038","","","","","","237","215113","5857","0"
"Huub_user_no_gen_bounds","","../filters/filter.mzn","../filters/dct_1_1.dzn","SATISFIED","1200.316429543309","","1","1199.821893","","8","67","34","4617179","results_filter","0","","49","","0.0077","57","","4708867","75","","","","complete","","","","minimize","50039636","","0.186647","","","","","","49","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","1.0677818302065134","","1","0.442425","","8","49","28","8524","results_filter","0","","35","","0.006046","43","","9372","57","","","","complete","","","","minimize","173863","","0.392082","","","","","","35","8479","669","0"
"Huub_user_decomp","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","21.127123932354152","","6","20.644473","","1","515","35","207915","results_filter","0","","34","","0.012635","35","","208358","516","482","","","complete","241","","","minimize","18741349","","0.212704","","","","","482","516","2892","0","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/dct_2_3.dzn","OPTIMAL_SOLUTION","58.50728096626699","","3","58.036349","","8","67","16","755090","results_filter","0","","65","","0.008295","105","","1112231","75","","","","complete","","","","minimize","10628635","","0.178977","","","","","","183","509844","20285","0"
"chuffed","","../filters/filter.mzn","../filters/fir16_1_1.dzn","OPTIMAL_SOLUTION","79.76271548867226","862653","1","79.144","7387","","999","35","835934","results_filter","","","","482","0.012","34","35","","515","","7424","","","241","26685","0.005","minimize","686050958","0.02","0.245444","835934","-1178747589","0.0","0.0","482","34","","1","0"
"cp-sat","","../filters/filter.mzn","../filters/ar_2_4.dzn","OPTIMAL_SOLUTION","0.8247875338420272","","2","0.012104","88","","","11","16","results_filter","","11","","","","61","","","37","","","","","","","","minimize","506","","0.177852","","","","","","","","","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ar_1_3.dzn","OPTIMAL_SOLUTION","0.8124393783509731","","5","0.036413","","4","631","16","590","results_filter","0","","45","","0.012268","49","","2214","635","600","","","complete","180","","","minimize","155512","","0.194971","","","","","600","738","3614","3","0"
"cp-sat","","../filters/filter.mzn","../filters/fir_1_1.dzn","OPTIMAL_SOLUTION","0.5782447503879666","","1","0.007274","23","","","18","0","results_filter","","18","","","","25","","","26","","","","","","","","minimize","110","","0.174494","","","","","","","","","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/dct_2_2.dzn","SATISFIED","1200.6568236984313","","3","1199.826614","","8","67","18","7440506","results_filter","0","","49","","0.006983","105","","9110384","75","","","","complete","","","","minimize","55073898","","0.206625","","","","","","74","0","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/fir16_1_2.dzn","OPTIMAL_SOLUTION","0.5550539623945951","","13","0.074902","","1","787","19","613","results_filter","0","","34","","0.014073","52","","2194","788","754","","","complete","241","","","minimize","261377","","0.219767","","","","","754","961","12263","21","0"
"cp-sat","","../filters/filter.mzn","../filters/dct_3_3.dzn","SATISFIED","1200.66596963536","","1","0.031998","136","","","14","54","results_filter","","7","","","","105","","","75","","","","","","","","minimize","567","","0.178956","","","","","","","","","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/dct_3_4.dzn","SATISFIED","1200.3793321624398","","3","1199.822678","","8","67","11","8858592","results_filter","0","","97","","0.007422","105","","30633756","75","","","","complete","","","","minimize","100186312","","0.168836","","","","","","83","0","0","0"
"Huub_free_decomp","","../filters/filter.mzn","../filters/ar_1_2.dzn","OPTIMAL_SOLUTION","0.5385376485064626","","5","0.073884","","4","631","18","2502","results_filter","0","","29","","0.011914","49","","4521","635","600","","","complete","180","","","minimize","359099","","0.210025","","","","","600","705","4546","110","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/fir_1_2.dzn","OPTIMAL_SOLUTION","0.4864550391212106","","3","0.023997","","1","25","15","746","results_filter","0","","24","","0.006671","33","","809","26","","","","complete","","","","minimize","8272","","0.16753","","","","","","27","266","40","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.47983821388334036","","4","0.023032","","1","25","10","228","results_filter","0","","32","","0.00556","48","","1016","26","","","","complete","","","","minimize","4666","","0.1624","","","","","","129","224","1","0"
"Huub_user_diffn","","../filters/filter.mzn","../filters/fir_2_3.dzn","OPTIMAL_SOLUTION","0.8276266353204846","","3","0.033913","","1","25","10","626","results_filter","0","","32","","0.005059","48","","2541","26","","","","complete","","","","minimize","5961","","0.20356","","","","","","39","0","0","0"
"chuffed","","../filters/filter.mzn","../filters/dct_1_3.dzn","SATISFIED","1200.3801991706714","19428394","1","1199.72","14356","","2992","32","18843725","results_filter","","","","1452","0.029","80","80","","1531","","14438","","","606","584579","0.019","minimize","7457773531","0.05","0.277264","18843725","1455496111","0.0","0.0","1452","61","","1","0"
"gecode","","../filters/filter.mzn","../filters/dfq_1_2.dzn","OPTIMAL_SOLUTION","0.39454504009336233","20","1","0.003873","","","18","6","3","results_filter","","","","","0.000481","26","","","14","","26","1","","","","","minimize","90","","0.167725","","","","","","19","","0","0"
"Huub_user_basic","","../filters/filter.mzn","../filters/fir_2_2.dzn","OPTIMAL_SOLUTION","0.4459367226809263","","4","0.032563","","1","25","11","389","results_filter","0","","24","","0.005682","48","","2436","26","","","","complete","","","","minimize","6778","","0.169542","","","","","","39","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/fir_1_4.dzn","OPTIMAL_SOLUTION","0.4544145381078124","","3","0.02275","","1","25","15","746","results_filter","0","","32","","0.005422","33","","824","26","","","","complete","","","","minimize","8309","","0.173548","","","","","","41","282","40","0"
"Huub_free_no_gen_bounds","","../filters/filter.mzn","../filters/ewf_4_3.dzn","OPTIMAL_SOLUTION","0.4677785253152251","","2","0.012583","","8","49","17","19","results_filter","0","","69","","0.007426","77","","180","57","","","","complete","","","","minimize","806","","0.169256","","","","","","67","0","0","0"
"Huub_free_m+o","","../filters/filter.mzn","../filters/ewf_2_2.dzn","OPTIMAL_SOLUTION","0.5888274405151606","","3","0.026076","","8","49","18","123","results_filter","0","","35","","0.005957","77","","954","57","","","","complete","","","","minimize","3168","","0.196286","","","","","","57","0","0","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/dct_2_2.dzn","OPTIMAL_SOLUTION","434.7478837957606","","2","433.56665","","8","67","18","2687970","results_filter","0","","49","","0.007122","105","","3232500","75","","","","complete","","","","minimize","37356692","","0.220018","","","","","","146","2121461","120157","0"
"Huub_free_diffn","","../filters/filter.mzn","../filters/ewf_1_1.dzn","OPTIMAL_SOLUTION","0.8341931942850351","","1","0.247487","","8","49","28","5225","results_filter","0","","35","","0.006037","43","","6059","57","","","","complete","","","","minimize","93697","","0.17518","","","","","","35","3374","296","0"
"Huub_free_m+s","","../filters/filter.mzn","../filters/ewf_1_2.dzn","OPTIMAL_SOLUTION","0.612548591569066","","1","0.169417","","8","49","28","3848","results_filter","0","","35","","0.007337","51","","3029","57","","","","complete","","","","minimize","52345","","0.174107","","","","","","40","2230","61","0"
