"configuration","problem","model","data_file","status","time","flatBoolVars","failures","propagations","run","nSolutions","eliminatedImplications","flatBoolConstraints","evaluatedReifiedConstraints","trailMem","intVariables","blockType","userDecisions","peakMem","backjumps","solutions","flatIntConstraints","objective","evaluatedHalfReifiedConstraints","objectiveBound","paths","extractedViews","method","baseMem","initTime","flatIntVars","variables","solveTime","nodes","restarts","peakDepth","flatTime","intVars","nogoods","randomSeed","oracleDecisions","unifiedVariables","boolVariables","propagators"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","4.295350534841418","11780","24881","1036859","results_rect","1","38","3762","8056","","91","complete","24957","","","","12901","","76","","0","12502","satisfy","","0.123388","4543","","3.345907","","0","20","0.459431","","","","0","0","","387"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_true.dzn","SATISFIED","1.8456344474107027","16258","4252","204467","results_rect","1","44","5214","11088","","105","complete","2587","","","","17603","","88","","0","17138","satisfy","","0.167929","6161","","0.706038","","83","75","0.610062","","","","2454","0","","453"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","ALL_SOLUTIONS","42.61468981951475","168","620301","51523272","results_rect","1","84","126","","","","","","","","","249","0","168","0","0","","satisfy","","","109","","42.2279","","","","0.126366","","","","","","435",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","3.246531030163169","17996","13564","826852","results_rect","1","44","5764","12276","","109","complete","9781","","","","19460","","88","","0","18964","satisfy","","0.176902","6803","","1.956935","","559","5769","0.70155","","","","19400","0","","484"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","22.058581974357367","14532","141648","5451720","results_rect","1","42","4662","9912","","99","complete","141917","","","","15769","","84","","0","15330","satisfy","","0.151758","5523","","20.996426","","0","22","0.564553","","","","0","0","","427"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.1657494371757","224","26072532","486214278","results_rect","0","112","168","","","","","","","","0","331","","224","","0","","satisfy","","0.004656","147","373","1199.9","52145122","0","62","0.094171","","","","","","","501"
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_true.dzn","UNKNOWN","1200.5579125592485","208","28464337","643197419","results_rect","0","104","156","","","","","","","","0","307","","208","","0","","satisfy","","0.038002","135","345","1199.9","56928826","0","54","0.10176","","","","","","","465"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_true.dzn","SATISFIED","1.564425122924149","14532","3845","190634","results_rect","1","42","4662","9912","","99","complete","2444","","","","15769","","84","","0","15330","satisfy","","0.150291","5523","","0.510289","","27","4661","0.559892","","","","11047","0","","427"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","UNKNOWN","1200.3257679492235","200","","","results_rect","0","100","150","","","","","","","","","295","","200","","0","","satisfy","","","129","","","","","","0.097189","","","","","","",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","187.24360430333763","20856","847562","38443644","results_rect","1","48","6696","14208","","117","complete","556962","","","","22441","","96","","0","21912","satisfy","","0.221117","7827","","185.665297","","13073","1124","0.812184","","","","460458","0","","517"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp26_false.dzn","UNKNOWN","1200.6978726554662","25175","4617584","154205956","results_rect","0","50","8075","17150","","127","complete","4623465","","","","27015","","100","","0","26425","satisfy","","0.268396","9408","","1198.772472","","0","16","0.956037","","","","0","0","","578"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp30_false.dzn","SATISFIED","7.547307630069554","38222","18791","1081240","results_rect","1","58","12296","25984","","151","complete","14197","","","","40639","","116","","0","39904","satisfy","","0.401607","14077","","5.084753","","41","2542","1.34361","","","","7863","0","","723"
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_true.dzn","SATISFIED","3.750984505750239","10963","22195","858378","results_rect","1","38","3515","7486","","87","complete","22271","","","","11989","","76","","0","11609","satisfy","","0.118779","4216","","2.80402","","0","21","0.438261","","","","0","0","","368"
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","1.722372722811997","792","22672","9076049","results_rect","1","36","297","684","0.02","","","","0.0","795","","822","","72","","0","","satisfy","0.0","0.024","87","9762","1.364","23492","0","24","0.115645","106","22672","2092301219","","","9654","1459"
"Huub_user_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","749.0892062885687","18837","3370291","112031178","results_rect","1","46","6049","12834","","111","complete","3374560","","","","20305","","92","","0","19803","satisfy","","0.190058","7086","","747.742414","","0","22","0.711256","","","","0","0","","490"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp18_false.dzn","SATISFIED","2.536442200653255","8636","15610","677084","results_rect","1","34","2754","5916","","79","complete","11546","","","","9555","","68","","0","9214","satisfy","","0.096469","3383","","1.747017","","331","2758","0.364752","","","","11398","0","","329"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","ALL_SOLUTIONS","757.3312969403341","184","10452599","965505248","results_rect","1","92","138","","","","","","","","","273","0","184","0","0","","satisfy","","","121","","756.984","","","","0.094012","","","","","","516",""
"Huub_user_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","73.50618636328727","15498","395660","15585746","results_rect","1","42","4956","10584","","103","complete","396284","","","","16839","","84","","0","16380","satisfy","","0.161675","5905","","72.248879","","0","20","0.611164","","","","0","0","","447"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","1.5921523943543434","13820","3845","189476","results_rect","1","40","4420","9440","","97","complete","2444","","","","15053","","80","","0","14620","satisfy","","0.144404","5283","","0.511199","","27","4420","0.57766","","","","10506","0","","421"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_false.dzn","SATISFIED","1.3663607267662883","12464","3326","432153","results_rect","1","38","3933","8056","","91","complete","2606","","","","13584","","760","","0","12502","satisfy","","0.130748","4543","","0.423124","","27","191","0.503619","","","","1113","0","","1069"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp18_true.dzn","SATISFIED","3.2495856042951345","9774","24557","2480966","results_rect","1","36","3087","6264","","81","complete","24623","","","","10696","","684","","0","9738","satisfy","","0.105451","3561","","2.441692","","0","77","0.404634","","","","58","0","","944"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp17_false.dzn","SATISFIED","0.9812126038596034","8000","1343","138432","results_rect","1","32","2520","5152","","73","complete","1356","","","","8829","","544","","0","8032","satisfy","","0.09058","2959","","0.115159","","0","2917","0.362616","","","","2904","0","","782"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp28_true.dzn","UNKNOWN","1200.6541020693257","32452","3862644","154415825","results_rect","0","56","10444","22064","","141","complete","3865155","","","","34575","","112","","0","33908","satisfy","","0.345411","11991","","1198.486104","","0","16","1.16781","","","","0","0","","655"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","22.47778807207942","13820","141489","5435243","results_rect","1","40","4420","9440","","97","complete","141756","","","","15053","","80","","0","14620","satisfy","","0.145698","5283","","21.301452","","0","21","0.599974","","","","0","0","","421"
"Huub_free_m+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.8737332485616207","6592","1348","66818","results_rect","1","32","2112","4512","","69","complete","1099","","","","7334","","64","","0","7040","satisfy","","0.075083","2603","","0.131016","","81","2098","0.310712","","","","2583","0","","282"
"Huub_free_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp22_false.dzn","SATISFIED","26.244429459795356","15498","154559","6968071","results_rect","1","42","4956","10584","","103","complete","121115","","","","16839","","84","","0","16380","satisfy","","0.160146","5905","","24.984292","","4181","114","0.644703","","","","62971","0","","447"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp19_false.dzn","SATISFIED","3.499599453061819","10368","22234","859378","results_rect","1","36","3312","7092","","85","complete","22308","","","","11390","","72","","0","11016","satisfy","","0.109193","4015","","2.676957","","0","19","0.410157","","","","0","0","","362"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","UNKNOWN","1200.5947060482576","28652","4220136","157961150","results_rect","0","52","9204","19500","","133","complete","4229682","","","","30636","","104","","0","30004","satisfy","","0.308735","10643","","1198.553905","","0","19","1.13327","","","","0","0","","620"
"Huub_user_diffn","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_false.dzn","UNKNOWN","1200.5194311244413","19964","4988670","165993659","results_rect","0","46","6394","13616","","115","complete","4992588","","","","21545","","92","","0","21022","satisfy","","0.205789","7527","","1199.051776","","0","18","0.739925","","","","0","0","","511"
"Huub_user_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","22.078670354560018","13820","141576","5432923","results_rect","1","40","4420","9440","","97","complete","141840","","","","15053","","80","","0","14620","satisfy","","0.145601","5283","","20.952174","","0","21","0.598302","","","","0","0","","421"
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","SATISFIED","22.054155352525413","29781","91485","4722580","results_rect","1","54","9585","20250","","135","complete","56215","","","","31769","","108","","0","31131","satisfy","","0.318256","11022","","20.023939","","1217","1710","1.10624","","","","50255","0","","626"
"Huub_free_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp24_true.dzn","SATISFIED","39.378764225170016","21960","200401","33147858","results_rect","1","48","6972","14208","","117","complete","136282","","","","23544","","1200","","0","21912","satisfy","","0.229089","7827","","37.870721","","4773","1124","0.783367","","","","125456","0","","1620"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","SATISFIED","752.1787418713793","17996","3359883","110359525","results_rect","1","44","5764","12276","","109","complete","3364123","","","","19460","","88","","0","18964","satisfy","","0.187942","6803","","750.92555","","0","21","0.658916","","","","0","0","","484"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7536772703751922","6592","1184","51778","results_rect","1","32","2112","4512","","69","complete","1198","","","","7334","","64","","0","7040","satisfy","","0.074046","2603","","0.121024","","0","2094","0.306195","","","","2080","0","","282"
"cp-sat","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","ALL_SOLUTIONS","13.314958069473505","160","209027","15874730","results_rect","1","80","120","","","","","","","","","237","0","160","0","0","","satisfy","","","103","","12.9323","","","","0.098319","","","","","","324",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","731.0847778376192","17996","3359883","110359525","results_rect","1","44","5764","12276","","109","complete","3364123","","","","19460","","88","","0","18964","satisfy","","0.183019","6803","","729.754133","","0","21","0.647515","","","","0","0","","484"
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp21_false.dzn","SATISFIED","23.055336355231702","13820","141489","5408353","results_rect","1","40","4420","9440","","97","complete","141761","","","","15053","","80","","0","14620","satisfy","","0.144555","5283","","21.803886","","0","21","0.596295","","","","0","0","","421"
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_true.dzn","SATISFIED","7.44302586838603","18837","39757","1981426","results_rect","1","46","6049","12834","","111","complete","33471","","","","20305","","92","","0","19803","satisfy","","0.189184","7086","","6.053862","","1291","83","0.706226","","","","16171","0","","490"
"Huub_user_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp26_false.dzn","UNKNOWN","1200.5577033376321","26375","4516264","530419508","results_rect","0","50","8375","17150","","127","complete","4522144","","","","28214","","1300","","0","26425","satisfy","","0.28328","9408","","1198.628449","","0","16","1.08452","","","","0","0","","1777"
