"configuration","problem","model","data_file","status","time","flatTime","nSolutions","nogoods","extractedViews","propagations","boolVariables","evaluatedHalfReifiedConstraints","oracleDecisions","userDecisions","run","flatBoolConstraints","nodes","intVars","failures","intVariables","unifiedVariables","evaluatedReifiedConstraints","flatIntConstraints","paths","baseMem","backjumps","peakDepth","restarts","flatIntVars","solutions","variables","method","randomSeed","initTime","trailMem","flatBoolVars","eliminatedImplications","propagators","blockType","peakMem","objective","solveTime","objectiveBound"
"Huub_vsids_s+o","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp25_true.dzn","SATISFIED","2.45314250793308","0.871009","1","","25025","302342","","100","20032","0","results_rect","7675","","","3594","123","0","16250","25593","0","","","7687","23","8904","","","satisfy","","0.256791","","23875","50","556","complete","","","0.803663",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp20_true.dzn","SATISFIED","1.4635189529508352","0.495693","1","","13140","162188","","80","1263","2606","results_rect","3980","","","3595","93","0","8480","13545","0","","","64","27","4759","","","satisfy","","0.130206","","12420","40","393","complete","","","0.516817",""
"Huub_free_basic","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.7068305378779769","0.283687","1","","6615","64404","","60","2433","1086","results_rect","1965","","","1337","67","0","4230","6903","0","","","1955","79","2458","","","satisfy","","0.066248","","6165","30","276","complete","","","0.11807",""
"chuffed","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","486.54339043051004","0.134242","1","3185175","","1416483095","18124","88","","","results_rect","407","3321103","138","3185175","","","1012","1184","0","0.0","135910","21","0","115","","18264","satisfy","-162960166","0.03","0.05","1144","44","2143","","0.0","","486.066",""
"Huub_vsids_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_false.dzn","SATISFIED","0.6980331037193537","0.287529","1","","6615","42559","","60","3012","0","results_rect","1965","","","832","67","0","4230","6903","0","","","1969","0","2458","","","satisfy","","0.067381","","6165","30","276","complete","","","0.093184",""
"Huub_free_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_false.dzn","SATISFIED","21.29440530296415","1.06685","1","","30004","4138997","","104","36392","55188","results_rect","9204","","","79894","133","0","19500","30636","0","","","913","1075","10643","","","satisfy","","0.303474","","28652","52","620","complete","","","19.337643",""
"Huub_user_no_gen_bounds","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp27_true.dzn","UNKNOWN","1200.7085376353934","1.0966","0","","31131","160317100","","108","0","4302202","results_rect","9585","","","4292638","135","0","20250","31769","0","","","19","0","11022","","","satisfy","","0.318961","","29781","54","626","complete","","","1198.582744",""
"Huub_vsids_decomp","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/rpp23_false.dzn","SATISFIED","1.8177252672612667","0.73311","1","","18964","554743","","1012","10494","0","results_rect","5995","","","2857","109","0","12276","20383","0","","","6693","3","6803","","","satisfy","","0.186161","","18920","44","1407","complete","","","0.480862",""
"Huub_free_m+s","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp16_true.dzn","SATISFIED","0.7279083458706737","0.296152","1","","7040","65956","","64","2620","1077","results_rect","2112","","","1368","69","0","4512","7334","0","","","2101","83","2603","","","satisfy","","0.071356","","6592","32","282","complete","","","0.135933",""
"gecode","","../rectangle-packing/rect_packing.mzn","../rectangle-packing/data_square/rpp23_false.dzn","UNKNOWN","1200.2620163010433","0.101185","0","","","866406751","","176","","","results_rect","132","62806385","","31403071","","","","261","0","","","57","0","115","0","295","satisfy","","0.008262","","176","88","395","","","","1199.9",""
